"","id","name","steward","source","length","description","part_of"
"1610",2939,"2.5 Km Loop","NPS","NPS",1.4,"TestDescription",NA
"1611",2545,"Run Rover Run","NPS","NPS",1.4,"TestDescription",NA
"1612",2587,"14 Mile Loop","NPS","NPS",1.4,"TestDescription",NA
"1613",2589,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"1614",2605,"Rover's Run Trail","NPS","NPS",1.4,"TestDescription",NA
"1615",2610,"Inner Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1616",2678,"Moose Ridge Loop","NPS","NPS",1.4,"TestDescription",NA
"1617",1021,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1618",4988,"Powerline","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1619",83,"North Pasture","NPS","NPS",1.4,"TestDescription","Beech Lake Ski Trails"
"1620",-1,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1621",1135,"Tikishla Park Trail","NPS","NPS",1.4,"TestDescription",NA
"1622",1084,"Tikishla Park Trail","NPS","NPS",1.4,"TestDescription",NA
"1623",442,"Centennial","NPS","NPS",1.4,"TestDescription","Centennial Park Trails"
"1624",448,"Ship Creek","NPS","NPS",1.4,"TestDescription",NA
"1625",450,"Ship Creek","NPS","NPS",1.4,"TestDescription",NA
"1626",3557,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription",NA
"1627",4981,"Main","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1628",3487,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1629",2989,"Off Leash Trail","NPS","NPS",1.4,"TestDescription",NA
"1630",2992,"North Gasline Trail","NPS","NPS",1.4,"TestDescription",NA
"1631",2902,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1632",935,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1633",3565,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1634",932,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1635",2765,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1636",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1637",2805,"Tashas Turn (connector)","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1638",3417,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1639",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1640",1403,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1641",1678,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1642",3347,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1643",1527,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1644",3327,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1645",1406,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1646",3667,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1647",4611,"Glenn Hwy. Trail","NPS","NPS",1.4,"TestDescription",NA
"1648",3382,"Dimond (North Side)","NPS","NPS",1.4,"TestDescription",NA
"1649",3696,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1650",4585,"Dimond (South Side)","NPS","NPS",1.4,"TestDescription",NA
"1651",1043,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"1652",3404,"Dimond (South Side)","NPS","NPS",1.4,"TestDescription",NA
"1653",1585,"Tour Of Anchorage","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1654",2164,"Old Rondy Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1655",3716,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1656",3304,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1657",3777,"Panorama View","NPS","NPS",1.4,"TestDescription",NA
"1658",3172,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1659",3236,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1660",3248,"BLM Ridge","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1661",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1662",3303,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1663",3310,"Old Six","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1664",3313,"Ice Box","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1665",3351,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1666",3359,"Ice Box","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1667",4977,"Main","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1668",789,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1669",4351,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1670",1665,"Gasline Trail","NPS","NPS",1.4,"TestDescription",NA
"1671",3105,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1672",941,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription",NA
"1673",396,"Centennial","NPS","NPS",1.4,"TestDescription","Centennial Park Trails"
"1674",-5,"Glenn Hwy Trail","NPS","NPS",1.4,"TestDescription","Glenn Hwy Trail"
"1675",410,"Centennial","NPS","NPS",1.4,"TestDescription","Centennial Park Trails"
"1676",460,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"1677",-1,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1678",2887,"2.5 Km Loop","NPS","NPS",1.4,"TestDescription",NA
"1679",4224,"Iditarod Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1680",2179,"North Gasline/powerline Trail","NPS","NPS",1.4,"TestDescription",NA
"1681",2344,"Tour Of Anchorage","NPS","NPS",1.4,"TestDescription",NA
"1682",2575,"Airstrip Loop","NPS","NPS",1.4,"TestDescription",NA
"1683",4965,"Main","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1684",1060,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1685",3497,"Richter Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1686",3505,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1687",3516,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1688",3523,"Randys Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1689",3524,"The Burn Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1690",3528,"Hillside Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1691",3889,"South Fork Rim","NPS","NPS",1.4,"TestDescription",NA
"1692",3909,"South Fork Rim","NPS","NPS",1.4,"TestDescription",NA
"1693",3921,"White Spruce","NPS","NPS",1.4,"TestDescription",NA
"1694",1218,"Goose Lake Trail","NPS","NPS",1.4,"TestDescription",NA
"1695",3452,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1696",1685,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1697",3353,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1698",1266,"Goose Lake Trail","NPS","NPS",1.4,"TestDescription",NA
"1699",1055,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1700",0,"Eagle River High School Trail","NPS","NPS",1.4,"TestDescription",NA
"1701",1433,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1702",-1,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1703",2947,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1704",4975,"Powerline","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1705",1214,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1706",3513,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1707",3009,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1708",2856,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1709",3674,"Abbott Trail","NPS","NPS",1.4,"TestDescription","Abbott Trail"
"1710",4248,"Tiny Creek Trails","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1711",4251,"Tiny Creek Trails","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1712",3292,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1713",3574,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1714",4971,"Powerline","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1715",0,"Mental Health Trust Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1716",0,"Mental Health Trust Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1717",0,"Mental Health Trust Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1718",0,"Mental Health Trust Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1719",4022,"Rabbit Creek Greenbelt","NPS","NPS",1.4,"TestDescription",NA
"1720",4076,"East Boundary Trail","NPS","NPS",1.4,"TestDescription",NA
"1721",4095,"Cobblestone Hill Rd","NPS","NPS",1.4,"TestDescription",NA
"1722",4100,"View Rock Trail","NPS","NPS",1.4,"TestDescription",NA
"1723",4110,"E 172nd Trail","NPS","NPS",1.4,"TestDescription",NA
"1724",4123,"Airstrip Trail","NPS","NPS",1.4,"TestDescription",NA
"1725",4991,"Southwest","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1726",4163,"Lower Moen Hmstd","NPS","NPS",1.4,"TestDescription",NA
"1727",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1728",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1729",1009,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1730",3414,"Gasline Trail","NPS","NPS",1.4,"TestDescription","Gasline Trail"
"1731",1875,"Muldoon Swamp","NPS","NPS",1.4,"TestDescription",NA
"1732",1895,"Muldoon Swamp","NPS","NPS",1.4,"TestDescription",NA
"1733",2633,"Inner Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1734",2636,"Woodway Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1735",2637,"Eight Mile Trail","NPS","NPS",1.4,"TestDescription",NA
"1736",2658,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1737",3008,"Off Leash Trail","NPS","NPS",1.4,"TestDescription",NA
"1738",2324,"Arlene's Way","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1739",4263,"Preliminary Iditarod Realignment (2002)","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1740",4268,"Wagon Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1741",3959,"Cobblestone Hill Rd","NPS","NPS",1.4,"TestDescription",NA
"1742",3981,"Middle Fork","NPS","NPS",1.4,"TestDescription",NA
"1743",4046,"E 142nd Trail","NPS","NPS",1.4,"TestDescription",NA
"1744",4060,"East Boundary Trail","NPS","NPS",1.4,"TestDescription",NA
"1745",4073,"East Boundary Trail","NPS","NPS",1.4,"TestDescription",NA
"1746",4117,"Belarde","NPS","NPS",1.4,"TestDescription",NA
"1747",4807,"RC Meadow 5","NPS","NPS",1.4,"TestDescription",NA
"1748",3176,"Andrew Lekisch Trail","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1749",3176,"Andrew Lekisch Trail","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1750",4177,"Potter Interp. Trail","NPS","NPS",1.4,"TestDescription",NA
"1751",4199,"Johnson Trail Spur","NPS","NPS",1.4,"TestDescription",NA
"1752",3143,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1753",1226,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1754",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1755",-4,"Johnson Trail","NPS","NPS",1.4,"TestDescription","Johnson Trail"
"1756",4197,"Old Mchugh Creek Trail","NPS","NPS",1.4,"TestDescription",NA
"1757",4200,"Mchugh Creek Pedestrian","NPS","NPS",1.4,"TestDescription",NA
"1758",3490,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1759",1412,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1760",1313,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1761",3195,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1762",1399,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1763",2717,"Airstrip Loop","NPS","NPS",1.4,"TestDescription",NA
"1764",1528,"Fish Creek","NPS","NPS",1.4,"TestDescription",NA
"1765",2660,"Moose Track Trail","NPS","NPS",1.4,"TestDescription",NA
"1766",2298,"4.5km Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1767",2972,"North Gasline Trail","NPS","NPS",1.4,"TestDescription",NA
"1768",4016,"Ballfield","NPS","NPS",1.4,"TestDescription",NA
"1769",4126,"Elevator","NPS","NPS",1.4,"TestDescription",NA
"1770",1631,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1771",2004,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1772",3048,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1773",3206,"Andrew Lekisch Trail","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1774",3235,"Moose Hill","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1775",2818,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1776",1362,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1777",4968,"Powerline","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1778",3138,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1779",1706,"Baxter Bog","NPS","NPS",1.4,"TestDescription",NA
"1780",1935,"Old Three Mile Trail","NPS","NPS",1.4,"TestDescription",NA
"1781",1956,"2.5 Km Loop","NPS","NPS",1.4,"TestDescription",NA
"1782",1962,"Airstrip Loop","NPS","NPS",1.4,"TestDescription",NA
"1783",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1784",2038,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1785",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1786",2065,"Culvert Trail","NPS","NPS",1.4,"TestDescription",NA
"1787",2083,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"1788",1991,"Beaver Pond Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1789",1993,"Glacier Creek/iditarod Trail System","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1790",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1791",4152,"Gasline Trail","NPS","NPS",1.4,"TestDescription",NA
"1792",1225,"Goose Lake Trail","NPS","NPS",1.4,"TestDescription",NA
"1793",3237,"Homestead Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1794",3238,"Abbott Loop Trail","NPS","NPS",1.4,"TestDescription","Abbott Loop Trail"
"1795",3290,"Four Corners Connector Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1796",3291,"Mizes Folly","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1797",3298,"BLM Ridge","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1798",3308,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1799",3321,"Ski Trail","NPS","NPS",1.4,"TestDescription",NA
"1800",3324,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1801",3336,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1802",3337,"Old 6.9 Loop (icebox/mizes Folly)","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1803",3338,"The Wall","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1804",3477,"Short Cut","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1805",3498,"Richter Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1806",3527,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1807",1143,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1808",942,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription",NA
"1809",1223,"Goose Lake Trail","NPS","NPS",1.4,"TestDescription",NA
"1810",1263,"Goose Lake Trail","NPS","NPS",1.4,"TestDescription",NA
"1811",3572,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1812",3471,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1813",1654,"North Gasline/powerline Trail","NPS","NPS",1.4,"TestDescription",NA
"1814",2175,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1815",2927,"Chalet Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1816",2367,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"1817",-1,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1818",-1,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1819",2672,"Mize Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1820",2673,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"1821",3605,"The Burn Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1822",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1823",1544,"Baxter Bog","NPS","NPS",1.4,"TestDescription",NA
"1824",3534,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1825",934,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1826",3262,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1827",3179,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1828",1212,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription",NA
"1829",1963,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1830",521,"Goose Lake Trail","NPS","NPS",1.4,"TestDescription",NA
"1831",3182,"Gasline Trail","NPS","NPS",1.4,"TestDescription","Gasline Trail"
"1832",3494,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1833",2847,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1834",276,"Executioner","NPS","NPS",1.4,"TestDescription","Beech Lake Ski Trails"
"1835",282,"Coach's Cutoff","NPS","NPS",1.4,"TestDescription","Beech Lake Ski Trails"
"1836",358,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"1837",551,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"1838",575,"Spur Oscar Anderson","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1839",1137,"Whaley Sch. Trail","NPS","NPS",1.4,"TestDescription",NA
"1840",2178,"North Gasline/powerline Trail","NPS","NPS",1.4,"TestDescription",NA
"1841",-1,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1842",3344,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1843",4957,"Main","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1844",3167,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1845",3306,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1846",3433,"Spencer Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1847",5009,"Lakeside Loop","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1848",3035,"Viewpoint Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1849",3106,"Horseshoe Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1850",3112,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1851",3126,"Biathalon Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1852",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1853",2170,"Tank Trail","NPS","NPS",1.4,"TestDescription",NA
"1854",411,"Centennial","NPS","NPS",1.4,"TestDescription","Centennial Park Trails"
"1855",122,"Christy Loop","NPS","NPS",1.4,"TestDescription","Beech Lake Ski Trails"
"1856",143,"Christy Loop","NPS","NPS",1.4,"TestDescription","Beech Lake Ski Trails"
"1857",-3,"North Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1858",3367,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1859",1270,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1860",4960,"Main","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1861",3576,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1862",3566,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1863",1110,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1864",4430,"Gasline Trail","NPS","NPS",1.4,"TestDescription",NA
"1865",4994,"Powerline","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1866",1068,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1867",506,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1868",3180,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1869",3422,"Gasline Trail","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1870",968,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription",NA
"1871",3186,"Gasline Trail","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1872",4012,"Glen Alps To Powerline A","NPS","NPS",1.4,"TestDescription",NA
"1873",1640,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"1874",4766,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1875",3622,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1876",1387,"Goose Lake Trail","NPS","NPS",1.4,"TestDescription",NA
"1877",4107,"Powerline","NPS","NPS",1.4,"TestDescription",NA
"1878",2793,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1879",1219,"Goose Lake Trail","NPS","NPS",1.4,"TestDescription",NA
"1880",3476,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1881",1683,"Lekisch Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1882",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1883",1914,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"1884",1933,"Old Three Mile Trail","NPS","NPS",1.4,"TestDescription",NA
"1885",1957,"4.5km Loop","NPS","NPS",1.4,"TestDescription",NA
"1886",2032,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1887",2041,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"1888",-2,"Coastal Trail","NPS","NPS",1.4,"TestDescription","Coastal Trail"
"1889",2057,"Outgoing Trail","NPS","NPS",1.4,"TestDescription",NA
"1890",4980,"Main","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1891",1440,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1892",3395,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1893",3597,"Besh Lighted Loop","NPS","NPS",1.4,"TestDescription","Hillside Ski Trails"
"1894",1478,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription",NA
"1895",3307,"Jodhpur Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1896",3592,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1897",1424,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1898",1363,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1899",1268,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1900",2233,"Tour Of Anchorage","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1901",2239,"Rondy Cut Off Trail","NPS","NPS",1.4,"TestDescription",NA
"1902",3067,"Andrew Lekisch Trail","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1903",4128,"Elevator","NPS","NPS",1.4,"TestDescription",NA
"1904",4400,"Coyote Trail","NPS","NPS",1.4,"TestDescription",NA
"1905",4247,"Athabascan Physics Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1906",4757,"Nordic Trail","NPS","NPS",1.4,"TestDescription","Girdwood Trails"
"1907",2426,"Old Rondy Trail","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1908",2440,"Tour Of Anchorage","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1909",2821,"Inner Loop Trail","NPS","NPS",1.4,"TestDescription",NA
"1910",4305,"Moose Ridge Trail","NPS","NPS",1.4,"TestDescription",NA
"1911",2526,"Homecoming/poleline","NPS","NPS",1.4,"TestDescription",NA
"1912",4990,"Main","NPS","NPS",1.4,"TestDescription","Connors Bog Skijor"
"1913",1659,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1914",1389,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1915",3044,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1916",1536,"Mahaffey/APU","NPS","NPS",1.4,"TestDescription","Tour of Anchorage"
"1917",889,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1918",871,"Chester Creek Trail","NPS","NPS",1.4,"TestDescription","Chester Creek Trail"
"1919",3069,"Margauxs Loop","NPS","NPS",1.4,"TestDescription","Kincaid Ski Trails"
"1920",-6,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
"1921",3331,"Campbell Creek Trail","NPS","NPS",1.4,"TestDescription","Campbell Creek Trail"
